holiday,temp,rain_1h,snow_1h,clouds_all,traffic_volume,is_weekday,week_of_year,time,weather__Clear,weather__Clouds,weather__Drizzle,weather__Fog,weather__Haze,weather__Mist,weather__Rain,weather__Smoke,weather__Snow,weather__Squall,weather__Thunderstorm
0,278.55,0.0,0.0,90,718,0,40,1,0,1,0,0,0,0,0,0,0,0,0
0,278.59,0.0,0.0,90,545,0,40,2,0,1,0,0,0,0,0,0,0,0,0
0,276.99,0.0,0.0,75,411,0,40,4,0,1,0,0,0,0,0,0,0,0,0
0,276.35,0.0,0.0,20,688,0,40,5,0,1,0,0,0,0,0,0,0,0,0
0,275.4,0.0,0.0,1,1352,0,40,6,1,0,0,0,0,0,0,0,0,0,0
0,275.17,0.0,0.0,1,2072,0,40,7,1,0,0,0,0,0,0,0,0,0,0
0,274.99,0.0,0.0,1,3342,0,40,8,1,0,0,0,0,0,0,0,0,0,0
0,275.09,0.0,0.0,40,4258,0,40,9,0,1,0,0,0,0,0,0,0,0,0
0,276.88,0.0,0.0,20,4861,0,40,10,0,1,0,0,0,0,0,0,0,0,0
0,278.04,0.0,0.0,20,5191,0,40,11,0,1,0,0,0,0,0,0,0,0,0
0,279.08,0.0,0.0,40,5669,0,40,12,0,1,0,0,0,0,0,0,0,0,0
0,280.12,0.0,0.0,75,5074,0,40,13,0,1,0,0,0,0,0,0,0,0,0
0,280.25,0.0,0.0,75,5025,0,40,14,0,1,0,0,0,0,0,0,0,0,0
0,280.0,0.0,0.0,75,5153,0,40,15,0,1,0,0,0,0,0,0,0,0,0
0,279.06,0.0,0.0,90,5024,0,40,16,0,1,0,0,0,0,0,0,0,0,0
0,278.91,0.0,0.0,90,4779,0,40,17,0,1,0,0,0,0,0,0,0,0,0
0,278.39,0.0,0.0,90,4362,0,40,18,0,1,0,0,0,0,0,0,0,0,0
0,278.16,0.0,0.0,90,3860,0,40,19,0,1,0,0,0,0,0,0,0,0,0
0,278.16,0.0,0.0,90,3160,0,40,20,0,1,0,0,0,0,0,0,0,0,0
0,277.93,0.0,0.0,90,2992,0,40,21,0,1,0,0,0,0,0,0,0,0,0
0,276.9,0.0,0.0,90,3202,0,40,22,0,1,0,0,0,0,0,0,0,0,0
0,276.34,0.0,0.0,75,1941,0,40,23,0,1,0,0,0,0,0,0,0,0,0
0,276.11,0.0,0.0,75,1233,0,40,0,0,1,0,0,0,0,0,0,0,0,0
0,275.73,0.0,0.0,90,323,0,40,3,0,1,0,0,0,0,0,0,0,0,0
0,275.65,0.0,0.0,90,312,0,40,4,0,1,0,0,0,0,0,0,0,0,0
0,275.51,0.0,0.0,75,627,0,40,5,0,1,0,0,0,0,0,0,0,0,0
0,275.05,0.0,0.0,90,1508,0,40,6,0,1,0,0,0,0,0,0,0,0,0
0,274.77,0.0,0.0,90,1539,0,40,7,0,1,0,0,0,0,0,0,0,0,0
0,274.77,0.0,0.0,75,2232,0,40,8,0,1,0,0,0,0,0,0,0,0,0
0,275.55,0.0,0.0,75,4568,0,40,9,0,1,0,0,0,0,0,0,0,0,0
0,276.24,0.0,0.0,75,4624,0,40,10,0,1,0,0,0,0,0,0,0,0,0
0,277.01,0.0,0.0,90,4529,0,40,11,0,1,0,0,0,0,0,0,0,0,0
0,277.43,0.0,0.0,90,5139,0,40,12,0,1,0,0,0,0,0,0,0,0,0
0,278.45,0.0,0.0,90,6640,0,40,13,0,1,0,0,0,0,0,0,0,0,0
0,279.27,0.0,0.0,90,6589,0,40,14,0,1,0,0,0,0,0,0,0,0,0
0,279.27,0.0,0.0,90,4429,0,40,15,0,1,0,0,0,0,0,0,0,0,0
0,279.44,0.0,0.0,90,4329,0,40,16,0,1,0,0,0,0,0,0,0,0,0
0,279.32,0.0,0.0,90,3833,0,40,17,0,1,0,0,0,0,0,0,0,0,0
0,279.27,0.0,0.0,90,4015,0,40,18,0,1,0,0,0,0,0,0,0,0,0
0,278.11,0.0,0.0,90,3382,0,40,19,0,1,0,0,0,0,0,0,0,0,0
0,276.79,0.0,0.0,75,2815,0,40,20,0,1,0,0,0,0,0,0,0,0,0
0,275.73,0.0,0.0,90,2110,0,40,21,0,1,0,0,0,0,0,0,0,0,0
0,274.88,0.0,0.0,75,1555,0,40,22,0,1,0,0,0,0,0,0,0,0,0
0,273.92,0.0,0.0,20,959,0,40,23,0,1,0,0,0,0,0,0,0,0,0
1,273.08,0.0,0.0,20,455,1,41,0,0,1,0,0,0,0,0,0,0,0,0
0,272.62,0.0,0.0,20,336,1,41,1,0,1,0,0,0,0,0,0,0,0,0
0,271.78,0.0,0.0,1,265,1,41,2,1,0,0,0,0,0,0,0,0,0,0
0,271.05,0.0,0.0,1,314,1,41,3,1,0,0,0,0,0,0,0,0,0,0
0,270.63,0.0,0.0,1,779,1,41,4,1,0,0,0,0,0,0,0,0,0,0
0,270.33,0.0,0.0,1,2571,1,41,5,1,0,0,0,0,0,0,0,0,0,0
0,269.61,0.0,0.0,20,5563,1,41,6,0,1,0,0,0,0,0,0,0,0,0
0,270.01,0.0,0.0,20,6676,1,41,7,0,1,0,0,0,0,0,0,0,0,0
0,271.23,0.0,0.0,20,5966,1,41,8,0,1,0,0,0,0,0,0,0,0,0
0,273.71,0.0,0.0,20,4832,1,41,9,0,1,0,0,0,0,0,0,0,0,0
0,276.77,0.0,0.0,20,4395,1,41,10,0,1,0,0,0,0,0,0,0,0,0
0,279.47,0.0,0.0,20,4411,1,41,11,0,1,0,0,0,0,0,0,0,0,0
0,279.84,0.0,0.0,1,4648,1,41,12,1,0,0,0,0,0,0,0,0,0,0
0,282.34,0.0,0.0,40,4602,1,41,13,0,1,0,0,0,0,0,0,0,0,0
0,282.94,0.0,0.0,40,5125,1,41,14,0,1,0,0,0,0,0,0,0,0,0
0,283.48,0.0,0.0,1,5502,1,41,15,1,0,0,0,0,0,0,0,0,0,0
0,284.33,0.0,0.0,1,5979,1,41,16,1,0,0,0,0,0,0,0,0,0,0
0,284.48,0.0,0.0,40,5663,1,41,17,0,1,0,0,0,0,0,0,0,0,0
0,284.23,0.0,0.0,40,4259,1,41,18,0,1,0,0,0,0,0,0,0,0,0
0,281.99,0.0,0.0,20,3069,1,41,19,0,1,0,0,0,0,0,0,0,0,0
0,279.81,0.0,0.0,1,2378,1,41,20,1,0,0,0,0,0,0,0,0,0,0
0,279.35,0.0,0.0,1,2030,1,41,21,1,0,0,0,0,0,0,0,0,0,0
0,278.9,0.0,0.0,1,1400,1,41,22,1,0,0,0,0,0,0,0,0,0,0
0,278.46,0.0,0.0,1,917,1,41,23,1,0,0,0,0,0,0,0,0,0,0
0,277.78,0.0,0.0,1,515,1,41,0,1,0,0,0,0,0,0,0,0,0,0
0,277.27,0.0,0.0,1,302,1,41,1,1,0,0,0,0,0,0,0,0,0,0
0,277.47,0.0,0.0,1,251,1,41,2,1,0,0,0,0,0,0,0,0,0,0
0,276.97,0.0,0.0,20,798,1,41,4,0,1,0,0,0,0,0,0,0,0,0
0,276.52,0.0,0.0,40,2678,1,41,5,0,1,0,0,0,0,0,0,0,0,0
0,276.6,0.0,0.0,40,5733,1,41,6,0,1,0,0,0,0,0,0,0,0,0
0,277.31,0.0,0.0,75,6449,1,41,7,0,1,0,0,0,0,0,0,0,0,0
0,278.38,0.0,0.0,90,5765,1,41,8,0,1,0,0,0,0,0,0,0,0,0
0,279.35,0.0,0.0,90,5599,1,41,9,0,1,0,0,0,0,0,0,0,0,0
0,281.37,0.0,0.0,90,4534,1,41,10,0,1,0,0,0,0,0,0,0,0,0
0,283.11,0.0,0.0,90,4691,1,41,11,0,1,0,0,0,0,0,0,0,0,0
0,284.08,0.0,0.0,75,5067,1,41,12,0,1,0,0,0,0,0,0,0,0,0
0,285.14,0.0,0.0,75,5030,1,41,13,0,1,0,0,0,0,0,0,0,0,0
0,286.35,0.0,0.0,90,5300,1,41,14,0,1,0,0,0,0,0,0,0,0,0
0,287.23,0.0,0.0,100,5777,1,41,15,0,0,0,0,0,0,1,0,0,0,0
0,288.53,0.0,0.0,90,6349,1,41,16,0,1,0,0,0,0,0,0,0,0,0
0,290.37,0.0,0.0,90,6127,1,41,17,0,1,0,0,0,0,0,0,0,0,0
0,290.13,0.0,0.0,90,4460,1,41,18,0,1,0,0,0,0,0,0,0,0,0
0,288.86,0.0,0.0,75,3418,1,41,19,0,1,0,0,0,0,0,0,0,0,0
0,287.36,0.0,0.0,90,2775,1,41,20,0,1,0,0,0,0,0,0,0,0,0
0,285.11,0.0,0.0,90,2306,1,41,21,0,1,0,0,0,0,0,0,0,0,0
0,283.46,0.0,0.0,90,1846,1,41,22,0,1,0,0,0,0,0,0,0,0,0
0,282.45,0.0,0.0,90,947,1,41,23,0,1,0,0,0,0,0,0,0,0,0
0,281.88,0.0,0.0,90,494,1,41,0,0,1,0,0,0,0,0,0,0,0,0
0,281.78,0.0,0.0,90,332,1,41,1,0,1,0,0,0,0,0,0,0,0,0
0,281.09,0.0,0.0,75,261,1,41,2,0,1,0,0,0,0,0,0,0,0,0
0,281.17,0.0,0.0,90,361,1,41,3,0,1,0,0,0,0,0,0,0,0,0
0,281.25,0.0,0.0,92,5875,1,41,6,1,0,0,0,0,0,0,0,0,0,0
0,281.25,0.0,0.0,99,6793,1,41,7,0,0,0,0,0,0,1,0,0,0,0
0,281.25,0.0,0.0,99,6793,1,41,7,0,0,1,0,0,0,0,0,0,0,0
0,280.1,0.0,0.0,99,6283,1,41,8,0,0,0,0,0,0,1,0,0,0,0
0,280.1,0.0,0.0,99,6283,1,41,8,0,0,1,0,0,0,0,0,0,0,0
0,279.61,0.0,0.0,99,5680,1,41,9,0,0,0,0,0,0,1,0,0,0,0
0,279.61,0.0,0.0,99,5680,1,41,9,0,0,1,0,0,0,0,0,0,0,0
0,279.67,0.0,0.0,99,4632,1,41,10,1,0,0,0,0,0,0,0,0,0,0
0,280.19,0.0,0.0,1,4887,1,41,11,1,0,0,0,0,0,0,0,0,0,0
0,282.09,0.0,0.0,75,5030,1,41,12,0,1,0,0,0,0,0,0,0,0,0
0,282.26,0.0,0.0,75,5067,1,41,13,0,1,0,0,0,0,0,0,0,0,0
0,282.05,0.0,0.0,90,5227,1,41,14,0,1,0,0,0,0,0,0,0,0,0
0,281.59,0.0,0.0,90,5610,1,41,15,0,1,0,0,0,0,0,0,0,0,0
0,281.23,0.0,0.0,81,6286,1,41,16,1,0,0,0,0,0,0,0,0,0,0
0,282.6,0.0,0.0,81,4775,1,41,18,1,0,0,0,0,0,0,0,0,0,0
0,282.6,0.0,0.0,81,3340,1,41,19,1,0,0,0,0,0,0,0,0,0,0
0,282.6,0.0,0.0,81,3013,1,41,20,1,0,0,0,0,0,0,0,0,0,0
0,282.6,0.0,0.0,81,2603,1,41,21,1,0,0,0,0,0,0,0,0,0,0
0,282.6,0.0,0.0,81,1910,1,41,22,1,0,0,0,0,0,0,0,0,0,0
0,282.6,0.0,0.0,81,1037,1,41,23,1,0,0,0,0,0,0,0,0,0,0
0,273.9,0.0,0.0,1,347,1,41,1,1,0,0,0,0,0,0,0,0,0,0
0,274.4,0.0,0.0,75,350,1,41,3,0,1,0,0,0,0,0,0,0,0,0
0,274.05,0.0,0.0,75,850,1,41,4,0,1,0,0,0,0,0,0,0,0,0
0,273.71,0.0,0.0,40,2791,1,41,5,0,1,0,0,0,0,0,0,0,0,0
0,272.66,0.0,0.0,1,5809,1,41,6,1,0,0,0,0,0,0,0,0,0,0
0,272.65,0.0,0.0,1,6798,1,41,7,1,0,0,0,0,0,0,0,0,0,0
0,272.52,0.0,0.0,1,6304,1,41,8,1,0,0,0,0,0,0,0,0,0,0
0,275.19,0.0,0.0,20,5291,1,41,9,0,1,0,0,0,0,0,0,0,0,0
0,275.34,0.0,0.0,1,4638,1,41,10,1,0,0,0,0,0,0,0,0,0,0
0,284.1,0.0,0.0,50,5557,1,41,14,1,0,0,0,0,0,0,0,0,0,0
0,284.1,0.0,0.0,50,5818,1,41,15,1,0,0,0,0,0,0,0,0,0,0
0,283.78,0.0,0.0,75,6272,1,41,16,0,1,0,0,0,0,0,0,0,0,0
0,283.52,0.0,0.0,75,5944,1,41,17,0,1,0,0,0,0,0,0,0,0,0
0,283.32,0.0,0.0,90,4949,1,41,18,0,1,0,0,0,0,0,0,0,0,0
0,282.06,0.0,0.0,90,3511,1,41,19,0,1,0,0,0,0,0,0,0,0,0
0,281.95,0.0,0.0,90,3039,1,41,20,0,1,0,0,0,0,0,0,0,0,0
0,281.81,0.0,0.0,90,2679,1,41,21,0,1,0,0,0,0,0,0,0,0,0
0,282.16,0.0,0.0,90,2094,1,41,22,0,1,0,0,0,0,0,0,0,0,0
0,282.53,0.0,0.0,90,1284,1,41,23,0,1,0,0,0,0,0,0,0,0,0
0,283.91,0.0,0.0,90,630,1,41,0,0,1,0,0,0,0,0,0,0,0,0
0,284.64,0.0,0.0,90,410,1,41,1,0,1,0,0,0,0,0,0,0,0,0
0,284.61,0.0,0.0,90,331,1,41,2,0,1,0,0,0,0,0,0,0,0,0
0,283.18,0.0,0.0,72,372,1,41,3,0,0,1,0,0,0,0,0,0,0,0
0,282.26,0.0,0.0,72,739,1,41,4,0,0,0,0,0,0,1,0,0,0,0
0,280.77,0.0,0.0,72,2561,1,41,5,0,0,1,0,0,0,0,0,0,0,0
0,278.53,0.0,0.0,75,5586,1,41,6,0,1,0,0,0,0,0,0,0,0,0
0,277.64,0.0,0.0,75,6992,1,41,7,0,1,0,0,0,0,0,0,0,0,0
0,277.9,0.0,0.0,90,5860,1,41,8,0,1,0,0,0,0,0,0,0,0,0
0,278.18,0.0,0.0,90,5230,1,41,9,0,1,0,0,0,0,0,0,0,0,0
0,279.29,0.0,0.0,75,4864,1,41,10,0,1,0,0,0,0,0,0,0,0,0
0,280.45,0.0,0.0,75,5146,1,41,11,0,1,0,0,0,0,0,0,0,0,0
0,280.95,0.0,0.0,40,5526,1,41,12,0,1,0,0,0,0,0,0,0,0,0
0,281.74,0.0,0.0,40,5383,1,41,13,0,1,0,0,0,0,0,0,0,0,0
0,281.84,0.0,0.0,75,5758,1,41,14,0,1,0,0,0,0,0,0,0,0,0
0,282.45,0.0,0.0,75,5889,1,41,15,0,1,0,0,0,0,0,0,0,0,0
0,282.2,0.0,0.0,75,6057,1,41,16,0,1,0,0,0,0,0,0,0,0,0
0,281.54,0.0,0.0,40,6028,1,41,17,0,1,0,0,0,0,0,0,0,0,0
0,280.21,0.0,0.0,20,5257,1,41,18,0,1,0,0,0,0,0,0,0,0,0
0,282.2,0.0,0.0,56,1897,1,41,23,1,0,0,0,0,0,0,0,0,0,0
0,272.58,0.0,0.0,1,1335,0,41,0,1,0,0,0,0,0,0,0,0,0,0
0,272.06,0.0,0.0,1,769,0,41,1,1,0,0,0,0,0,0,0,0,0,0
0,270.99,0.0,0.0,1,570,0,41,2,1,0,0,0,0,0,0,0,0,0,0
0,270.29,0.0,0.0,20,413,0,41,3,0,1,0,0,0,0,0,0,0,0,0
0,269.48,0.0,0.0,1,399,0,41,4,1,0,0,0,0,0,0,0,0,0,0
0,269.27,0.0,0.0,1,740,0,41,5,1,0,0,0,0,0,0,0,0,0,0
0,268.91,0.0,0.0,1,1420,0,41,6,1,0,0,0,0,0,0,0,0,0,0
0,268.98,0.0,0.0,75,2220,0,41,7,0,1,0,0,0,0,0,0,0,0,0
0,269.23,0.0,0.0,40,3479,0,41,8,0,1,0,0,0,0,0,0,0,0,0
0,272.61,0.0,0.0,40,4546,0,41,9,0,1,0,0,0,0,0,0,0,0,0
0,276.78,0.0,0.0,20,4579,0,41,10,0,1,0,0,0,0,0,0,0,0,0
0,279.22,0.0,0.0,1,4438,0,41,11,1,0,0,0,0,0,0,0,0,0,0
0,280.35,0.0,0.0,1,4623,0,41,12,1,0,0,0,0,0,0,0,0,0,0
0,281.81,0.0,0.0,1,4440,0,41,13,1,0,0,0,0,0,0,0,0,0,0
0,283.05,0.0,0.0,1,4495,0,41,14,1,0,0,0,0,0,0,0,0,0,0
0,283.96,0.0,0.0,1,4483,0,41,15,1,0,0,0,0,0,0,0,0,0,0
0,284.53,0.0,0.0,1,4591,0,41,16,1,0,0,0,0,0,0,0,0,0,0
0,284.44,0.0,0.0,1,4477,0,41,17,1,0,0,0,0,0,0,0,0,0,0
0,283.64,0.0,0.0,1,4221,0,41,18,1,0,0,0,0,0,0,0,0,0,0
0,281.85,0.0,0.0,20,3672,0,41,19,0,1,0,0,0,0,0,0,0,0,0
0,281.38,0.0,0.0,1,3015,0,41,20,1,0,0,0,0,0,0,0,0,0,0
0,281.84,0.0,0.0,75,2769,0,41,21,0,1,0,0,0,0,0,0,0,0,0
0,282.23,0.0,0.0,90,2875,0,41,22,0,1,0,0,0,0,0,0,0,0,0
0,282.18,0.0,0.0,90,1931,0,41,23,0,1,0,0,0,0,0,0,0,0,0
0,282.49,0.0,0.0,90,1309,0,41,0,0,1,0,0,0,0,0,0,0,0,0
0,282.54,0.0,0.0,90,870,0,41,1,0,1,0,0,0,0,0,0,0,0,0
0,282.58,0.0,0.0,90,654,0,41,2,0,1,0,0,0,0,0,0,0,0,0
0,282.23,0.0,0.0,90,364,0,41,3,0,1,0,0,0,0,0,0,0,0,0
0,282.08,0.0,0.0,90,262,0,41,4,0,1,0,0,0,0,0,0,0,0,0
0,282.23,0.0,0.0,90,505,0,41,5,0,1,0,0,0,0,0,0,0,0,0
0,282.24,0.0,0.0,90,861,0,41,6,0,1,0,0,0,0,0,0,0,0,0
0,282.24,0.0,0.0,90,1132,0,41,7,0,1,0,0,0,0,0,0,0,0,0
0,282.24,0.0,0.0,57,1797,0,41,8,0,0,0,0,0,1,0,0,0,0,0
0,282.43,0.0,0.0,57,2685,0,41,9,0,0,1,0,0,0,0,0,0,0,0
0,282.43,0.0,0.0,57,2685,0,41,9,0,0,0,0,0,1,0,0,0,0,0
0,282.43,0.0,0.0,57,2685,0,41,9,0,0,0,0,1,0,0,0,0,0,0
0,282.33,0.0,0.0,57,3370,0,41,10,0,0,1,0,0,0,0,0,0,0,0
0,282.33,0.0,0.0,57,3370,0,41,10,0,0,0,0,0,1,0,0,0,0,0
0,282.82,0.0,0.0,57,3662,0,41,11,0,0,1,0,0,0,0,0,0,0,0
0,282.82,0.0,0.0,57,3662,0,41,11,0,0,0,0,0,1,0,0,0,0,0
0,283.33,0.0,0.0,57,4076,0,41,12,0,0,0,0,0,1,0,0,0,0,0
0,283.33,0.0,0.0,57,4076,0,41,12,0,0,0,0,0,0,1,0,0,0,0
0,283.33,0.0,0.0,57,4076,0,41,12,0,0,1,0,0,0,0,0,0,0,0
0,283.75,0.0,0.0,93,4128,0,41,13,0,0,0,0,0,0,1,0,0,0,0
0,283.75,0.0,0.0,93,4128,0,41,13,0,0,0,0,0,1,0,0,0,0,0
0,283.75,0.0,0.0,93,4128,0,41,13,0,0,1,0,0,0,0,0,0,0,0
0,284.09,0.0,0.0,93,4358,0,41,14,0,0,0,0,0,1,0,0,0,0,0
0,284.09,0.0,0.0,93,4358,0,41,14,0,0,0,0,0,0,1,0,0,0,0
0,284.09,0.0,0.0,93,4358,0,41,14,0,0,1,0,0,0,0,0,0,0,0
0,284.55,0.0,0.0,93,4342,0,41,15,0,0,0,0,0,1,0,0,0,0,0
0,284.55,0.0,0.0,93,4342,0,41,15,0,0,0,0,0,0,1,0,0,0,0
0,284.68,0.0,0.0,93,4234,0,41,16,0,0,0,0,0,1,0,0,0,0,0
0,284.64,0.0,0.0,93,4271,0,41,17,0,0,0,0,0,0,1,0,0,0,0
0,284.64,0.0,0.0,93,4271,0,41,17,0,0,0,0,0,1,0,0,0,0,0
0,284.4,0.0,0.0,93,4080,0,41,18,0,0,0,0,0,1,0,0,0,0,0
0,284.17,0.0,0.0,93,3453,0,41,19,0,0,0,0,0,1,0,0,0,0,0
0,284.03,0.0,0.0,93,2718,0,41,20,0,0,0,0,0,1,0,0,0,0,0
